Unique ID,Name,URL,Organisations,,,,Typology,Keywords / theme,Platform/Portal/Real time analysis/Tool,Description,"Primary role (data provision (access and viz), decision support, custom analytics, action maps) etc",,,,Data sources,"Level of data access (visualisation only, lin to underlying data, direct download)","Technology (open source, licenced, api, web services ertc)",,,Country,Spatial scale,Commodity data,Update frequency,Intended users,Training required for use? (capacity building),,Availability,,,,,,,,,,,,,,,,Unique ID check,
204,IDH the Sustainable Trade Initiative,https://www.idhsustainabletrade.com/impact/mitigation-of-deforestation/,IDH,,,,Other - initiative/organisation,Trade,Platform,"IDH brings together the sourcing commitments of companies, the jurisdictional power of governments, and the knowledge and networks of local Civil Society Organizations (CSOs) to develop strategies which encourage forest protection in supply chains. Thereby reducing encroachment on new forest areas and forest degradation.",,,,,,,,,,Indonesia; Brazil,Not applicable,Palm oil; Cocoa; Soy,,,,,,,,,,Julia spreadsheet - platforms,,"Aims at field level: to Improve farming practices, which may include sustainable intensification of land use, to reduce pressure on forests (Sustainable production);Secure community’s livelihoods, through creation of new income generating activities (Inclusion);Protect forests and restore degraded land (Protection). Aims at business practices: At global level, increase companies’ commitment to ending deforestation in their supply chain; At field level, facilitating companies’ engagement in landscape approaches.",UNEP-WCMC,,,,,,,,204,
205,IKnowFood,https://iknowfood.org/about-us/,"University of York, the Universities of Liverpool, Manchester",,,,Flexible analysis platform,Trade,Platform,Interdisciplinary multi-stakeholder approach to developing a unifying understanding of ‘food system resilience’ using tools and methods to integrate the knowledge and perspectives of hitherto disparate food system actors.,,,,,,,,,,United Kingdom,National,Agriculture,,,,,,,,,,Julia spreadsheet - platforms,,"The aim is to produce new datasets, information resources, appropriate technology tools for farmers, decision making tools for business and consumer mobile technologies all working to minimise trade-offs and secure complementarities.",UNEP-WCMC,,,,,,,,205,
206,INBAR International Network for Bamboo and Rattan,https://www.inbar.int/about-inbar/#1,,,,,Flexible analysis platform,Trade,Platform,"The International Bamboo and Rattan Organisation (INBAR) is a multilateral development organisation that promotes environmentally sustainable development using bamboo and rattan. It supports SDG 1, 17, 7, 11, 12, 13, 15",,,,,,,,,,,Global; Regional; National,Bamboo; Rattan,,,,,,,,,,Julia spreadsheet - platforms,,"The mission of INBAR is to improve the well-being of producers and users of bamboo and rattan within the context of a sustainable bamboo and rattan resource base by consolidating, coordinating and supporting strategic and adaptive research and development",UNEP-WCMC,,,,,,,,206,
207,Innovative Farmers,https://www.innovativefarmers.org/about/,"Waitrose DUCHY Organic, Soil Association, The prince of Wales Charitable Fund, Organic Research Centre ELM Farm, Innovation for Agriculture, LEAF",,,,Other - initiative/organisation,Trade; Sustainable business,Platform,"Through the network, groups of farmers can work directly with a researcher to design ‘field lab’s: on farm trials that can be set up quickly and are highly practical. The group decides on the topic and the researcher helps design a trial. Field labs can be on any issue that makes farm businesses more sustainable and resilient. Right now, there are over 50 field labs on topics including herbal leys, potato blight and mineral deficiencies in calves.",,,,,,,,,,United Kingdom,National,Agriculture,,,,,,,,,,Julia spreadsheet - platforms,,,UNEP-WCMC,,,,,,,,207,
208,IOTA Ecosystem,https://ecosystem.iota.org/,IOTA Foundation,,,,Flexible analysis platform,Trade,Platform,"The IOTA Ecosystem is a platform for this community to meet, collaborate, learn, inspire, develop and build. The platform donates to developers that get new innovation and ideas off the ground. The Foundation funds new innovation from developers considered beneficial for the overall IOTA ecosystem. Ideas can be from proof-of-concepts to utilities, libraries, and more. Everyone who requires financial support in the broader IOTA developer community can be encouraged to develop, collaborate, learn, inspire and build for the greater good",,,,,,,,,,,Global,Not relevant,,,,,,,,,,Julia spreadsheet - platforms,,"IOTA Foundation’s primary goals are to 1 Research and secure the foundational protocol layer, and create new knowledge to benefit the ecosystem behind the economy of things. 2 Develop production-ready software for the community, partners and ecosystem to use and expand upon. 3 Educate and promote technologies and use cases for new generations to understand and to ensure the Foundation’s success. 4 Standardise and ensure the maturity and widespread adoption of the economy of things.",UNEP-WCMC,,,,,,,,208,
209,Life Cycle Initiative,https://www.lifecycleinitiative.org/about/about-lci/,UN Environment,,,,Flexible analysis platform,Trade,Platform,"The Life Cycle Initiative is a public-private, multi-stakeholder partnership enabling the global use of credible life cycle knowledge by private and public decision maker. It provides a global forum to ensure a science-based, consensus-building process to support decisions and policies towards the shared vision of sustainability as a public good. ",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,"First, it advances the understanding of life cycle thinking by private and public decision makers and of the decision-making process by life cycle experts. This is in order to improve decisions that need assessing, and comparing products, technologies, lifestyles and economy-wide choices. Second, the Initiative builds consensus on, and facilitates access to environmental, social and economic life cycle knowledge (LCA data, methods, indicators, etc.).",UNEP-WCMC,,,,,,,,209,
210,Linking Environment and Farming (LEAF),https://leafuk.org/about-leaf/what-we-do,,,,,Flexible analysis platform,Trade,Platform,"LEAF is the leading organisation delivering more sustainable food and farming. They work wih farmers, food industry, scientists and consumers, to inspire and enable sustainable farming that is prosperous, enriches the environment and engages local communities. ",,,,,,,,,,United Kingdom,National,Agriculture,,,,,,,,,,Julia spreadsheet - platforms,,"Their mission is to inspire and enable sustainable farming that is prosperous, enriches the environment and engages local communities.This involves working closely with our producers, providing them with the right tools and services to make meaningful changes on the ground and inspiring retailers and consumers in pursuit of the ultimate goal - a more sustainable and resilient food and farming chain.",UNEP-WCMC,,,,,,,,210,
211,N8AgriFood,https://www.n8agrifood.ac.uk/,"University of Durham, Lancaster, Leeds, Liverpool, Manchester, Newcastle, Sheffield and York.",,,,Flexible analysis platform,Trade,Platform,"N8 AgriFood is a unique programme working across the entire food system to ensure sustainable, resilient and healthy food supplies for all.",,,,,,,,,,,Global,Agriculture,,,,,,,,,,Julia spreadsheet - platforms,,"Create sustainable and influential partnerships across the global agrifood community. This collective approach will enable to influence change in agrifood and environmental policy and practice both in the UK and globally, leading to a more sustainable food system, improving food security and sustaining natural resource.",UNEP-WCMC,,,,,,,,211,
212,Safe trace,https://www.agrotransparencia.com.br/homeenglish,"PWC, The nature Conservancy, CPQD, Sebrae, ApexBRasil",,,,Flexible analysis platform,Trade,Platform,"Safe Trace company is specialized in the traceability of food production chain, integrating information from all links, from the producer to the consumer's plate. It ensure transparency that the producer is acting according to socio-environmental and sanitary standards.",,,,,,,,,,,,Beef,,,,,,,,,,Julia spreadsheet - platforms,,Ensure socio-environmental and sanitary standards,UNEP-WCMC,,,,,,,,212,
214,Solidaridad Network,https://www.solidaridadnetwork.org/,,,,,Flexible analysis platform,Trade,Platform,"Solidaridad’s global network worked with over 632,000 farmers, miners and workers to adopt good practices - beating our own targets by reaching 20,000 more people than they'd aimed to.Solidaridad Network also helped to improve the income of 235,000 producers by engaging stakeholders within 334 projects. .",,,,,,,,,,,Global; Regional; National,Cotton; Coffee; Beef; Sugar; Soy; Cocoa; Palm oil; Tea; Dairy; Textiles; Gold; Aquaculture,,,,,,,,,,Julia spreadsheet - platforms,,"Bring together supply chain actors and engage them in innovative solutions to improve production, supporting the transition to a sustainable and inclusive economy that maximizes the benefit for all. To transform production practices in such a way that it provides fair and profitable business opportunities, guarantees decent working conditions and a living wage, and does not deplete landscapes where people thrive.",UNEP-WCMC,,,,,,,,214,
215,Supply Chain Transparency Network,https://www.gc-dz.com/exec?m=sctndd&u=auto_login__sctn,Global Canopy Programme; SEI,,,,Flexible analysis platform,Trade,Platform,"The network focuses on efforts to map, monitor and gather data on key forest risk commodity supply chains, and how to best leverage this information to support a transition to a more sustainable global economy.",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,"The Supply Chain Transparency Network (SCTN) is a collaborative network that brings together transparency initiatives. The Data Directory Tool brings together different transparency initiatives, showing the different tools available to address commodity-driven deforestation in supply chains, with links to the different tools: https://www.gc-dz.com/exec?m=sctndd&u=auto_login__sctn",UNEP-WCMC,,,,,,,,215,
216,Sustainable and Healthy Food Systems (SHEFS) ,https://shefsglobal.lshtm.ac.uk/,"The Food Foundation, London School of Hygiene $ Tropical Medicine, City University of London, RVC, SOAS, Centre for Chronic Disease Control, UCL, University of Aberdeen, University of Kwazulu-Natal, ATREE",,,,Flexible analysis platform,Trade,Platform,"The focus for SHEFS is on bridging the gap between science and practice to understand and solve current social and environmental problems. The project unites partners in different countries to work closely together and share methods, data, knowledge and expertise from a wide range of sources.",,,,,,,,,,"United Kingdom, South Africa, India",National,Agriculture,,,,,,,,,,Julia spreadsheet - platforms,,"The project works from two linked research components> Data gathering, analysis and scenario modelling and policy design and evaluation.",UNEP-WCMC,,,,,,,,216,
217,Switch Med,https://www.switchmed.eu/en,"UNIDO, UNEP, UNEP/MAP, Regional Activity Centre for Sustainable Consumption and Production, ",,,,Other - initiative/organisation,Trade,Platform,"The SWITCH-Med Policy component aims at strengthening relevant environmental governance and policy frameworks. With broad stakeholder participation, it will develop/refine national SCP policy action plans in the beneficiary countries and develop a regional SCP action plan and roadmap under the Barcelona Convention",,,,,,,,,,Mediterranean,Regional,Not relevant,,,,,,,,,,Julia spreadsheet - platforms,,"We provide all Mediterranean stakeholders, like you, with tools and connections to supporting partners for your social and eco innovations, to achieve productive, circular and sharing economies in the Mediterranean",UNEP-WCMC,,,,,,,,217,
